Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee_ID,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Promotion_Gap_Score,Training_Need_Indicator,Career_Stagnation_Flag,Retention_Opportunity_Index,Retention_Opportunity_Level,Career_Cluster,Career_Cluster_Label
37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,EMP0354,0.8571428571428571,1.0,0.2857142857142857,1.0,High,Medium,1,100.0,High,2,Experienced Professional
30,0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,EMP0355,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,EMP0356,0.875,0.875,0.375,0.875,High,Low,1,79.375,High,2,Experienced Professional
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,EMP0370,1.0,1.0,2.5,1.0,Low,Low,0,95.0,High,1,Developing Professional
36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,EMP0378,1.0,1.0,1.5,1.0,Low,Low,0,90.0,High,1,Developing Professional
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,EMP0384,0.5,0.5,0.5,1.0,Low,Medium,0,80.0,High,1,Developing Professional
36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,EMP0385,0.9,0.9,0.2,0.0,High,Medium,1,78.0,High,2,Experienced Professional
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,EMP0387,0.6666666666666666,0.3888888888888889,0.1111111111111111,0.9444444444444444,High,Medium,1,77.5,High,2,Experienced Professional
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,EMP0395,0.2307692307692307,0.7692307692307693,0.3846153846153846,0.9230769230769232,High,Low,1,61.15384615384615,High,2,Experienced Professional
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,EMP0396,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,Low,Medium,0,63.33333333333333,High,1,Developing Professional
37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,EMP0399,0.7692307692307693,0.8461538461538461,0.1538461538461538,0.5384615384615384,High,Medium,1,79.23076923076923,High,2,Experienced Professional
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,EMP0400,0.75,0.5,0.75,0.5,Medium,Low,0,67.5,High,1,Developing Professional
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,EMP0402,1.0,1.0,0.0,1.0,High,High,1,100.0,High,2,Experienced Professional
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,EMP0403,0.8,0.8,1.2,0.8,Medium,Low,1,73.0,High,1,Developing Professional
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,EMP0424,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,High,Low,1,86.1111111111111,High,2,Experienced Professional
30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,EMP0427,0.5454545454545454,0.6363636363636364,0.1818181818181818,0.6363636363636364,High,Medium,1,60.45454545454545,High,2,Experienced Professional
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,EMP0428,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.6111111111111112,High,Low,1,74.72222222222223,High,2,Experienced Professional
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,EMP0431,0.8,0.8,0.4,0.6,Medium,Medium,1,80.0,High,1,Developing Professional
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,EMP0433,0.7142857142857143,0.4285714285714285,0.4285714285714285,1.0,High,Low,1,61.42857142857143,High,1,Developing Professional
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,EMP0442,1.0,1.0,2.0,0.0,Low,Low,0,75.0,High,1,Developing Professional
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,EMP0445,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.7777777777777778,High,Medium,1,71.66666666666666,High,2,Experienced Professional
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,EMP0446,0.7,0.9,0.2,0.7,High,Medium,1,85.5,High,2,Experienced Professional
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,EMP0448,0.5454545454545454,0.8181818181818182,0.1818181818181818,0.8181818181818182,High,Medium,1,73.63636363636363,High,2,Experienced Professional
42,0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,EMP0452,0.5,0.9,0.5,0.8,High,Low,1,74.0,High,2,Experienced Professional
45,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,EMP0453,0.375,0.875,0.375,0.875,High,Low,1,64.375,High,1,Developing Professional
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,EMP0466,0.5,1.0,1.5,1.0,Low,Low,0,70.0,High,1,Developing Professional
41,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,EMP0467,0.6111111111111112,0.8888888888888888,0.1111111111111111,0.4444444444444444,High,Medium,1,82.77777777777777,High,2,Experienced Professional
37,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,EMP0468,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.7777777777777778,High,Low,1,69.44444444444444,High,2,Experienced Professional
52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,EMP0469,0.6,0.9,0.3,0.9,High,Low,1,79.5,High,2,Experienced Professional
24,0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,EMP0471,1.0,1.0,1.5,0.5,Low,Low,0,77.5,High,1,Developing Professional
37,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,EMP0473,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,Medium,Medium,1,79.16666666666666,High,1,Developing Professional
31,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,EMP0485,0.7142857142857143,1.0,0.5714285714285714,1.0,High,Low,1,73.57142857142857,High,2,Experienced Professional
43,0,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,EMP0492,0.5,0.875,0.375,0.875,High,Low,1,64.375,High,1,Developing Professional
44,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,EMP0494,0.0,1.0,0.5,1.0,Low,Medium,0,70.0,High,1,Developing Professional
22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,EMP0499,1.0,1.0,1.5,1.0,Low,Low,0,90.0,High,1,Developing Professional
53,0,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,EMP0503,0.5714285714285714,0.5,0.1428571428571428,0.7142857142857143,High,Medium,1,73.57142857142857,High,2,Experienced Professional
34,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,EMP0504,0.8,0.9,0.4,0.8,High,Low,1,71.0,High,2,Experienced Professional
37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,EMP0507,0.7,0.7,0.2,0.8,High,Medium,1,76.0,High,2,Experienced Professional
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,EMP0511,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,High,High,1,86.11111111111111,High,2,Experienced Professional
48,0,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,EMP0521,1.0,1.0,1.5,1.0,Low,Low,0,95.0,High,1,Developing Professional
34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7,EMP0525,0.875,0.875,0.375,0.875,High,Low,1,84.375,High,2,Experienced Professional
32,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7,EMP0532,1.0,1.0,0.8571428571428571,1.0,High,Low,1,85.0,High,2,Experienced Professional
47,0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,EMP0533,0.1428571428571428,1.0,0.2857142857142857,1.0,High,Medium,0,75.71428571428572,High,1,Developing Professional
60,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,EMP0537,1.0,1.0,0.5,1.0,Low,Medium,0,100.0,High,1,Developing Professional
50,0,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2,EMP0540,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
36,0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,EMP0542,0.0,0.875,0.25,0.625,High,Medium,0,60.625,High,1,Developing Professional
30,0,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7,EMP0546,0.875,0.875,0.25,0.875,High,Medium,1,84.375,High,2,Experienced Professional
43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2,EMP0549,1.0,1.0,2.5,1.0,Low,Low,0,85.0,High,1,Developing Professional
34,0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3,EMP0550,0.8,0.2,0.4,0.6,Medium,Medium,0,62.0,High,1,Developing Professional
27,0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7,EMP0555,0.0,0.8571428571428571,0.2857142857142857,1.0,Medium,Medium,0,65.71428571428571,High,1,Developing Professional
29,0,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2,EMP0556,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
53,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2,EMP0557,1.0,1.0,2.0,1.0,Low,Low,0,85.0,High,1,Developing Professional
32,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7,EMP0559,0.4,0.8,0.2,0.7,High,Medium,1,60.5,High,2,Experienced Professional
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,EMP0570,0.0,0.7,0.1,0.9,High,High,0,69.5,High,1,Developing Professional
26,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,EMP0572,1.0,1.0,1.0,0.0,Low,Medium,0,80.0,High,1,Developing Professional
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,EMP0578,0.8,0.6,0.6,0.6,Medium,Low,1,74.0,High,1,Developing Professional
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,EMP0579,0.2666666666666666,0.4666666666666667,0.1333333333333333,0.8,High,Medium,1,61.66666666666666,High,2,Experienced Professional
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2,EMP0582,0.0,1.0,1.0,1.0,Low,Medium,0,60.0,High,1,Developing Professional
40,0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,EMP0583,0.375,0.875,0.25,0.875,High,Medium,1,74.375,High,1,Developing Professional
34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2,EMP0584,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,Low,Medium,0,78.33333333333333,High,1,Developing Professional
35,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,EMP0597,1.0,1.0,0.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,EMP0605,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,High,Low,1,81.1111111111111,High,2,Experienced Professional
28,0,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,EMP0613,0.875,0.875,0.25,0.625,High,Medium,1,90.625,High,2,Experienced Professional
36,0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11,EMP0622,0.2222222222222222,0.7777777777777778,0.0555555555555555,0.6111111111111112,High,High,1,61.388888888888886,High,2,Experienced Professional
22,0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,No,22,4,1,2,4,2,1,2,2,2,2,EMP0631,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,EMP0633,1.0,0.5,1.0,1.0,Low,Medium,0,80.0,High,1,Developing Professional
35,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,EMP0636,0.2941176470588235,0.8235294117647058,0.1176470588235294,0.8823529411764706,High,Medium,1,64.70588235294117,High,2,Experienced Professional
38,0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2,EMP0643,0.5,1.0,1.5,1.0,Low,Low,0,75.0,High,1,Developing Professional
35,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8,EMP0648,0.3076923076923077,0.7692307692307693,0.1538461538461538,0.6153846153846154,High,Medium,1,64.61538461538461,High,2,Experienced Professional
53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,EMP0650,0.25,0.75,0.0,0.6666666666666666,High,High,1,72.5,High,2,Experienced Professional
47,0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,EMP0652,1.0,0.8571428571428571,0.2857142857142857,1.0,High,Medium,1,90.71428571428572,High,2,Experienced Professional
44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1,EMP0659,0.875,0.875,0.0,0.125,High,High,1,100.0,High,1,Developing Professional
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,EMP0669,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
33,0,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2,EMP0674,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,Low,Medium,0,65.0,High,1,Developing Professional
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,No,15,3,2,0,13,2,4,7,7,5,2,EMP0676,0.7142857142857143,1.0,0.2857142857142857,0.2857142857142857,High,Medium,1,77.85714285714286,High,1,Developing Professional
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,EMP0682,0.3333333333333333,0.8,0.2,0.7333333333333333,High,Low,1,63.33333333333333,High,2,Experienced Professional
26,0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,EMP0686,0.0,1.0,0.2857142857142857,1.0,High,Medium,0,70.0,High,1,Developing Professional
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,EMP0691,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.5555555555555556,High,Medium,1,77.22222222222221,High,2,Experienced Professional
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,EMP0693,0.75,0.875,0.25,0.375,High,Medium,1,86.875,High,1,Developing Professional
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,EMP0700,0.7777777777777778,0.8888888888888888,0.2222222222222222,0.8888888888888888,High,Medium,1,81.1111111111111,High,2,Experienced Professional
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,EMP0702,0.8823529411764706,0.7647058823529411,0.1764705882352941,0.1176470588235294,High,Low,1,65.0,High,2,Experienced Professional
30,0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,EMP0703,0.875,0.5,0.25,0.875,High,Medium,1,78.125,High,2,Experienced Professional
33,0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,EMP0711,0.6,0.8,0.2,0.0,High,Medium,1,63.0,High,2,Experienced Professional
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,EMP0715,0.2,0.8,0.2,0.6,Medium,High,0,61.0,High,1,Developing Professional
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,EMP0718,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,EMP0719,0.0,0.8888888888888888,0.2222222222222222,0.8888888888888888,High,Medium,0,65.0,High,1,Developing Professional
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,EMP0723,0.0,0.5,0.0,1.0,Low,Medium,0,65.0,High,1,Developing Professional
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,EMP0727,0.0,0.75,0.25,0.75,Low,High,0,68.75,High,1,Developing Professional
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,EMP0736,1.0,1.0,0.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,EMP0738,1.0,1.0,3.0,0.5,Low,Low,0,82.5,High,1,Developing Professional
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,EMP0740,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,66.66666666666666,High,1,Developing Professional
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,EMP0746,0.75,0.875,0.375,0.875,High,Low,1,79.375,High,2,Experienced Professional
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,EMP0751,0.9166666666666666,0.9166666666666666,0.1666666666666666,0.9166666666666666,High,Medium,1,87.91666666666666,High,2,Experienced Professional
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,EMP0755,1.0,1.0,1.0,1.0,Low,Medium,0,95.0,High,1,Developing Professional
32,0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,EMP0757,0.875,0.875,0.25,0.875,High,Medium,1,89.375,High,2,Experienced Professional
53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,EMP0761,0.4,0.4666666666666667,0.1333333333333333,0.8,High,Medium,1,62.0,High,2,Experienced Professional
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,EMP0766,1.0,1.0,1.0,1.0,Low,Medium,0,100.0,High,1,Developing Professional
