Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee_ID,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Promotion_Gap_Score,Training_Need_Indicator,Career_Stagnation_Flag,Retention_Opportunity_Index,Retention_Opportunity_Level,Career_Cluster,Career_Cluster_Label
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,EMP0415,0.2,0.6,0.8,0.8,Low,Low,0,48.0,Medium,1,Developing Professional
34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,EMP0416,0.5,1.0,1.5,0.0,Low,Low,0,55.0,Medium,1,Developing Professional
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,EMP0417,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,EMP0418,0.05,0.75,0.1,0.6,High,Medium,0,48.5,Medium,2,Experienced Professional
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,EMP0419,0.0,0.6666666666666666,1.0,0.6666666666666666,Low,Low,0,30.0,Medium,1,Developing Professional
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,EMP0420,0.2,0.6,0.6,0.8,Low,Low,0,38.0,Medium,1,Developing Professional
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,EMP0421,0.0,0.2,0.2,0.7,Low,Medium,0,31.5,Medium,1,Developing Professional
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,EMP0422,0.5,1.0,1.0,0.5,Low,Medium,0,77.5,High,1,Developing Professional
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,EMP0423,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,EMP0424,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,High,Low,1,86.1111111111111,High,2,Experienced Professional
57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,EMP0425,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,EMP0426,0.5555555555555556,0.3703703703703703,0.074074074074074,0.2592592592592592,High,Medium,1,52.22222222222221,Medium,2,Experienced Professional
30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,EMP0427,0.5454545454545454,0.6363636363636364,0.1818181818181818,0.6363636363636364,High,Medium,1,60.45454545454545,High,2,Experienced Professional
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,EMP0428,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.6111111111111112,High,Low,1,74.72222222222223,High,2,Experienced Professional
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,EMP0429,0.0,0.0,0.4,0.8,Low,Medium,0,22.0,Low,1,Developing Professional
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,EMP0430,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,Low,Medium,0,40.0,Medium,1,Developing Professional
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,EMP0431,0.8,0.8,0.4,0.6,Medium,Medium,1,80.0,High,1,Developing Professional
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,EMP0432,0.0,0.0,3.0,0.0,Low,Low,0,5.0,Low,0,Early-Career Explorer
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,EMP0433,0.7142857142857143,0.4285714285714285,0.4285714285714285,1.0,High,Low,1,61.42857142857143,High,1,Developing Professional
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,EMP0434,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,Low,Low,0,43.33333333333333,Medium,1,Developing Professional
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,EMP0435,0.0,0.6153846153846154,0.4615384615384615,0.6153846153846154,High,Low,0,37.69230769230769,Medium,2,Experienced Professional
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,EMP0436,1.0,0.8571428571428571,0.2857142857142857,1.0,High,Medium,1,95.71428571428572,High,2,Experienced Professional
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,EMP0437,0.25,0.75,0.5,0.75,Low,Medium,0,53.75,Medium,1,Developing Professional
30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,EMP0438,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,Low,Low,0,53.33333333333333,Medium,1,Developing Professional
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,EMP0439,0.0,0.875,0.25,0.0,High,Medium,0,41.25,Medium,1,Developing Professional
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,EMP0440,0.0,0.0,2.0,0.0,Low,Medium,0,15.0,Low,0,Early-Career Explorer
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,EMP0441,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,55.0,Medium,1,Developing Professional
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,EMP0442,1.0,1.0,2.0,0.0,Low,Low,0,75.0,High,1,Developing Professional
36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,EMP0443,0.9,0.3,0.3,0.7,High,Low,1,55.5,Medium,2,Experienced Professional
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,EMP0444,0.5,1.0,1.5,1.0,Low,Low,0,70.0,High,1,Developing Professional
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,EMP0445,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.7777777777777778,High,Medium,1,71.66666666666666,High,2,Experienced Professional
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,EMP0446,0.7,0.9,0.2,0.7,High,Medium,1,85.5,High,2,Experienced Professional
41,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,EMP0447,0.0714285714285714,0.2142857142857142,0.2142857142857142,0.7142857142857143,Low,Low,0,20.0,Low,1,Developing Professional
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,EMP0448,0.5454545454545454,0.8181818181818182,0.1818181818181818,0.8181818181818182,High,Medium,1,73.63636363636363,High,2,Experienced Professional
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,EMP0449,0.25,0.3,0.15,0.65,High,Low,1,33.75,Medium,2,Experienced Professional
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,EMP0450,0.0,0.375,0.375,0.875,Low,Low,0,29.375,Low,1,Developing Professional
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,EMP0451,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,Medium,Medium,0,47.5,Medium,1,Developing Professional
42,0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,EMP0452,0.5,0.9,0.5,0.8,High,Low,1,74.0,High,2,Experienced Professional
45,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,EMP0453,0.375,0.875,0.375,0.875,High,Low,1,64.375,High,1,Developing Professional
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,EMP0454,0.1428571428571428,1.0,0.2857142857142857,0.0,High,Medium,0,50.71428571428572,Medium,1,Developing Professional
29,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,EMP0455,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,53.33333333333333,Medium,1,Developing Professional
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,EMP0456,0.0,0.1666666666666666,0.3333333333333333,0.8333333333333334,Low,Medium,0,32.5,Medium,1,Developing Professional
31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,EMP0457,0.0,0.8,0.6,0.2,Medium,Low,0,27.0,Low,1,Developing Professional
18,1,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,EMP0458,0.0,0.0,3.0,0.0,Low,Low,0,10.0,Low,0,Early-Career Explorer
40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,EMP0459,0.0,0.0,2.0,1.0,Low,Medium,0,40.0,Medium,1,Developing Professional
41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,EMP0460,0.0,0.875,0.375,0.875,High,Low,0,44.375,Medium,1,Developing Professional
26,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,EMP0461,0.0,0.0,5.0,0.0,Low,Low,0,5.0,Low,0,Early-Career Explorer
35,0,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,EMP0462,0.0,0.8,0.6,0.6,Medium,Low,0,38.0,Medium,1,Developing Professional
34,0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,EMP0463,0.5,0.7,0.3,0.7,High,Low,1,51.5,Medium,2,Experienced Professional
26,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,EMP0464,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,EMP0465,0.1666666666666666,0.8333333333333334,0.5,0.3333333333333333,Medium,Low,0,36.66666666666666,Medium,1,Developing Professional
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,EMP0466,0.5,1.0,1.5,1.0,Low,Low,0,70.0,High,1,Developing Professional
41,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,EMP0467,0.6111111111111112,0.8888888888888888,0.1111111111111111,0.4444444444444444,High,Medium,1,82.77777777777777,High,2,Experienced Professional
37,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,EMP0468,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.7777777777777778,High,Low,1,69.44444444444444,High,2,Experienced Professional
52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,EMP0469,0.6,0.9,0.3,0.9,High,Low,1,79.5,High,2,Experienced Professional
32,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,EMP0470,0.25,0.5,0.5,0.5,Low,Medium,0,47.5,Medium,1,Developing Professional
24,0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,EMP0471,1.0,1.0,1.5,0.5,Low,Low,0,77.5,High,1,Developing Professional
38,0,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,EMP0472,0.0,0.0,4.0,0.0,Low,Low,0,5.0,Low,0,Early-Career Explorer
37,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,EMP0473,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,Medium,Medium,1,79.16666666666666,High,1,Developing Professional
49,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,EMP0474,0.0,0.2903225806451613,0.1612903225806451,0.2903225806451613,High,Low,0,18.06451612903226,Low,2,Experienced Professional
24,0,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,EMP0475,0.1666666666666666,0.8333333333333334,0.5,0.6666666666666666,Medium,Low,0,41.66666666666666,Medium,1,Developing Professional
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,EMP0476,0.2,0.6,1.0,0.8,Low,Low,0,48.0,Medium,1,Developing Professional
24,0,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,EMP0477,0.0,0.0,2.0,0.0,Low,Medium,0,20.0,Low,0,Early-Career Explorer
50,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,EMP0478,0.3125,0.15625,0.0625,0.21875,High,Medium,1,40.46875,Medium,2,Experienced Professional
25,0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,EMP0479,0.0,0.5714285714285714,0.1428571428571428,0.8571428571428571,Medium,High,0,55.0,Medium,1,Developing Professional
24,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,EMP0480,0.1666666666666666,0.5,0.6666666666666666,0.3333333333333333,Low,Low,0,31.666666666666664,Medium,1,Developing Professional
30,1,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,EMP0481,0.0,0.0,2.0,0.0,Low,Medium,0,25.0,Low,0,Early-Career Explorer
34,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,EMP0482,0.1666666666666666,0.8333333333333334,0.5,0.5,Medium,Low,0,39.16666666666666,Medium,1,Developing Professional
31,1,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,EMP0483,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,Low,Medium,0,58.33333333333333,Medium,1,Developing Professional
35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,EMP0484,0.0,0.6666666666666666,1.0,0.6666666666666666,Low,Low,0,30.0,Medium,1,Developing Professional
31,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,EMP0485,0.7142857142857143,1.0,0.5714285714285714,1.0,High,Low,1,73.57142857142857,High,2,Experienced Professional
27,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,EMP0486,0.0,0.6,1.0,0.6,Low,Low,0,32.0,Medium,1,Developing Professional
37,0,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,EMP0487,0.3333333333333333,0.0,1.0,0.0,Low,Low,0,18.33333333333333,Low,0,Early-Career Explorer
20,0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,EMP0488,0.0,0.0,0.0,0.0,Low,Medium,0,40.0,Medium,0,Early-Career Explorer
42,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,EMP0489,0.2,0.2,0.4,0.2,Low,Low,0,17.0,Low,1,Developing Professional
43,0,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,EMP0490,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
38,0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,EMP0491,0.0,0.0,3.0,0.0,Low,Low,0,15.0,Low,0,Early-Career Explorer
43,0,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,EMP0492,0.5,0.875,0.375,0.875,High,Low,1,64.375,High,1,Developing Professional
48,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,EMP0493,0.0,0.6666666666666666,1.0,0.6666666666666666,Low,Low,0,45.0,Medium,1,Developing Professional
44,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,EMP0494,0.0,1.0,0.5,1.0,Low,Medium,0,70.0,High,1,Developing Professional
34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,EMP0495,0.0,0.25,0.375,0.75,Low,Low,0,23.75,Low,1,Developing Professional
27,1,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,EMP0496,0.0,0.75,0.75,0.5,Low,Low,0,45.0,Medium,1,Developing Professional
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,EMP0497,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,58.33333333333333,Medium,1,Developing Professional
44,0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,EMP0498,0.0,1.0,1.0,0.5,Low,Medium,0,47.5,Medium,1,Developing Professional
22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,EMP0499,1.0,1.0,1.5,1.0,Low,Low,0,90.0,High,1,Developing Professional
33,0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,EMP0500,0.2,0.0,0.6,0.4,Low,Low,0,19.0,Low,1,Developing Professional
32,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,EMP0501,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,Medium,Medium,0,42.5,Medium,1,Developing Professional
30,0,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,EMP0502,0.0,0.0,2.0,0.0,Low,Medium,0,15.0,Low,0,Early-Career Explorer
53,0,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,EMP0503,0.5714285714285714,0.5,0.1428571428571428,0.7142857142857143,High,Medium,1,73.57142857142857,High,2,Experienced Professional
34,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,EMP0504,0.8,0.9,0.4,0.8,High,Low,1,71.0,High,2,Experienced Professional
45,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,EMP0505,0.0,1.0,4.0,0.0,Low,Low,0,45.0,Medium,0,Early-Career Explorer
26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,EMP0506,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,40.0,Medium,1,Developing Professional
37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,EMP0507,0.7,0.7,0.2,0.8,High,Medium,1,76.0,High,2,Experienced Professional
29,0,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2,EMP0508,0.1666666666666666,0.0,0.8333333333333334,0.3333333333333333,Low,Low,0,16.666666666666664,Low,0,Early-Career Explorer
35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8,EMP0509,0.6470588235294118,0.6470588235294118,0.1764705882352941,0.4705882352941176,High,Low,1,52.352941176470594,Medium,2,Experienced Professional
33,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7,EMP0510,0.3076923076923077,0.8461538461538461,0.1538461538461538,0.5384615384615384,High,Medium,1,55.76923076923077,Medium,2,Experienced Professional
